lp;czas;nr rej
4067;13:09:29;CA7707
4068;13:09:37;AC2861
4069;13:09:44;AB6073
4070;13:09:49;BA7807
4071;13:10:01;BC9893
4072;13:10:10;CA9670
4073;13:10:20;AB3018
4074;13:10:22;CC1824
4075;13:10:31;AA4952
4076;13:10:39;CB5536
4077;13:10:50;CB8815
4078;13:10:56;CB2531
4079;13:11:04;CC9957
4080;13:11:10;CB6467
4081;13:11:19;AA3989
4082;13:11:27;AB9614
4083;13:11:29;AA2611
4084;13:11:40;BB3025
4085;13:11:48;BB2147
4086;13:12:03;CA1524
4087;13:12:17;AB5584
4088;13:12:20;AC4141
4089;13:12:28;AB5997
4090;13:12:32;BC2429
4091;13:12:45;AC6629
4092;13:12:46;CB3711
4093;13:12:50;AB9090
4094;13:13:03;AB8202
4095;13:13:13;CA5383
4096;13:13:18;AA3826
4097;13:13:25;BB5039
4098;13:13:27;BB6896
4099;13:13:32;BB2456
4100;13:13:47;CC4857
4101;13:13:54;BB1639
4102;13:14:07;CB3819
4103;13:14:12;AB8747
4104;13:14:27;BA9769
4105;13:14:29;BA4662
4106;13:14:40;BB4241
4107;13:14:54;BA4908
4108;13:14:59;CB9769
4109;13:15:14;BA6968
4110;13:15:19;BB3282
4111;13:15:23;BC9941
4112;13:15:27;CA2899
4113;13:15:41;AB9054
4114;13:15:56;BA6041
4115;13:15:57;AC9965
4116;13:16:08;CC9839
4117;13:16:19;AC4928
4118;13:16:23;BC8621
4119;13:16:36;AB6342
4120;13:16:40;AA8042
4121;13:16:46;BB5606
4122;13:16:56;AB6800
4123;13:17:08;BB7892
4124;13:17:09;BC6010
4125;13:17:20;AB5797
4126;13:17:33;AC2019
4127;13:17:44;AA2769
4128;13:17:50;CA3996
4129;13:17:55;BA8524
4130;13:17:58;AA6849
4131;13:18:06;CC9038
4132;13:18:09;AA7121
4133;13:18:20;CB5818
4134;13:18:21;AA2518
4135;13:18:28;BB8891
4136;13:18:36;AB1792
4137;13:18:50;BA4618
4138;13:18:53;CB9489
4139;13:18:54;AB2035
4140;13:19:02;AB1015
4141;13:19:06;CC3609
4142;13:19:08;CB7992
4143;13:19:20;CA3691
4144;13:19:34;BC8474
4145;13:19:39;CC3191
4146;13:19:42;CC8208
4147;13:19:44;BB5016
4148;13:19:58;AB2447
4149;13:20:13;BB4570
4150;13:20:18;BA8759
4151;13:20:25;AA7189
4152;13:20:31;BC1296
4153;13:20:40;BB7859
4154;13:20:45;CB8117
4155;13:20:50;BC9897
4156;13:20:53;CB2847
4157;13:20:57;CC7369
4158;13:21:11;AB4298
4159;13:21:19;BC4181
4160;13:21:26;BA8504
4161;13:21:29;CA8882
4162;13:21:36;AC7352
4163;13:21:37;BC8776
4164;13:21:38;AC4931
4165;13:21:45;AC3420
4166;13:21:50;CB8004
4167;13:22:01;AC7137
4168;13:22:04;AB8038
4169;13:22:05;AA8283
4170;13:22:19;CA6075
4171;13:22:27;CA6691
4172;13:22:40;AB8123
4173;13:22:49;BC1386
4174;13:23:04;BC4372
4175;13:23:07;CA5591
4176;13:23:21;CB4006
4177;13:23:25;BC7822
4178;13:23:34;BB5418
4179;13:23:36;AC5517
4180;13:23:39;AA5407
4181;13:23:45;AC3563
4182;13:23:51;AB6325
4183;13:23:59;AC4272
4184;13:24:12;BA3209
4185;13:24:14;CA5867
4186;13:24:29;CB6962
4187;13:24:31;BC1302
4188;13:24:35;CA6858
4189;13:24:44;CB3966
4190;13:24:48;AC7155
4191;13:24:51;AA5444
4192;13:25:01;AA9366
4193;13:25:16;AC2633
4194;13:25:31;AA1396
4195;13:25:34;BA7322
4196;13:25:46;CB4701
4197;13:25:55;AA6644
4198;13:25:59;BA4997
4199;13:26:04;BB5859
4200;13:26:11;CC3542
4201;13:26:18;BB4712
4202;13:26:22;BA3640
4203;13:26:33;CC1513
4204;13:26:45;AB1959
4205;13:26:57;AA9611
4206;13:27:04;BB9792
4207;13:27:14;BB9015
4208;13:27:24;CA6730
4209;13:27:25;BB2177
4210;13:27:30;AA7596
4211;13:27:44;BB4969
4212;13:27:48;BB6171
4213;13:27:52;CC5171
4214;13:28:03;BA3562
4215;13:28:07;BB4325
4216;13:28:09;CC1638
4217;13:28:13;BA2311
4218;13:28:24;BB2610
4219;13:28:38;CB2603
4220;13:28:52;BB9829
4221;13:29:05;CC2650
4222;13:29:06;CA5656
4223;13:29:19;BC5124
4224;13:29:33;AB6513
4225;13:29:47;CA1316
4226;13:29:54;BC7760
4227;13:29:57;BC8051
4228;13:30:03;BC8784
4229;13:30:08;AB1436
4230;13:30:15;CC1906
4231;13:30:19;BC2841
4232;13:30:30;BC2596
4233;13:30:40;CA3997
4234;13:30:51;CC4603
4235;13:30:53;CC4819
4236;13:30:54;CA5590
4237;13:31:01;AB1946
4238;13:31:13;CC1048
4239;13:31:19;BC7751
4240;13:31:27;AA8319
4241;13:31:41;AB1602
4242;13:31:47;BA5894
4243;13:31:51;AC6025
4244;13:32:04;CC7125
4245;13:32:12;BA6048
4246;13:32:13;AB7602
4247;13:32:20;AC7721
4248;13:32:27;AC3533
4249;13:32:40;AC8060
4250;13:32:48;CB2583
4251;13:32:57;CC9472
4252;13:33:00;AA6736
4253;13:33:08;BA1156
4254;13:33:12;AA1706
4255;13:33:17;AC8716
4256;13:33:29;BC9680
4257;13:33:32;BA7941
4258;13:33:46;BB2815
4259;13:33:51;AB2847
4260;13:33:56;CC6509
4261;13:34:04;AB6451
4262;13:34:11;CB1359
4263;13:34:12;BC5774
4264;13:34:27;BC1995
4265;13:34:31;CC7758
4266;13:34:46;CA8204
4267;13:34:51;AA7611
4268;13:35:03;AC7939
4269;13:35:07;AC7247
4270;13:35:08;AA7174
4271;13:35:22;BA7331
4272;13:35:31;CB1431
4273;13:35:36;AC7981
4274;13:35:46;CC4506
4275;13:35:52;AC5506
4276;13:35:56;CB5208
4277;13:36:06;AC2492
4278;13:36:18;CB2670
4279;13:36:25;CA6793
4280;13:36:35;AB4517
4281;13:36:40;CA6480
4282;13:36:53;BC2255
4283;13:37:00;BB2312
4284;13:37:10;BB3060
4285;13:37:17;BC3314
4286;13:37:22;CC4539
4287;13:37:28;CA7099
4288;13:37:41;BB5611
4289;13:37:47;AC8541
4290;13:37:56;CC3239
4291;13:38:08;BC4520
4292;13:38:22;AC3162
4293;13:38:36;CA5400
4294;13:38:43;AA7127
4295;13:38:56;AA4139
4296;13:39:08;AC3971
4297;13:39:16;AB7063
4298;13:39:22;AC2066
4299;13:39:26;BC6432
4300;13:39:32;CA9902
4301;13:39:40;AA4222
4302;13:39:44;CB1725
4303;13:39:57;BC2601
4304;13:40:05;AB7712
4305;13:40:20;AC8423
4306;13:40:24;AA4038
4307;13:40:31;BA4035
4308;13:40:39;BC5005
4309;13:40:46;AA6182
4310;13:40:49;BB7659
4311;13:41:03;AA5287
4312;13:41:15;AC3286
4313;13:41:25;AA7642
4314;13:41:29;AA7020
4315;13:41:37;CC9300
4316;13:41:42;AA9762
4317;13:41:57;CC7053
4318;13:42:11;BB4303
4319;13:42:23;AB1025
4320;13:42:30;BA4343
4321;13:42:40;AA1131
4322;13:42:45;CB7235
4323;13:42:48;BA7260
4324;13:43:01;AA7241
4325;13:43:16;CA6387
4326;13:43:26;BB4626
4327;13:43:41;BC4934
4328;13:43:47;BC8754
4329;13:43:48;CA8605
4330;13:43:58;CC1537
4331;13:44:12;CC3121
4332;13:44:19;BB6106
4333;13:44:27;CC7527
4334;13:44:36;CB3637
4335;13:44:37;CA3697
4336;13:44:40;CA6380
4337;13:44:50;AA1441
4338;13:44:56;BB6675
4339;13:45:11;CC8028
4340;13:45:26;CC4053
4341;13:45:32;AC2978
4342;13:45:36;BB6218
4343;13:45:46;CC1900
4344;13:45:59;BC9381
4345;13:46:10;BC2726
4346;13:46:24;BA4522
4347;13:46:37;BA4872
4348;13:46:44;AA2082
4349;13:46:59;AC5873
4350;13:47:14;AB2722
4351;13:47:28;BA5831
4352;13:47:42;BB9260
4353;13:47:54;BB5262
4354;13:47:58;AC3882
4355;13:48:11;BC9008
4356;13:48:15;CB8699
4357;13:48:22;AA2766
4358;13:48:28;AB1525
4359;13:48:43;AC7819
4360;13:48:49;CC4490
4361;13:48:54;AC8620
4362;13:48:58;CB8525
4363;13:49:02;AC4768
4364;13:49:10;BC3704
4365;13:49:18;AA9816
4366;13:49:26;CB1717
4367;13:49:32;CC1965
4368;13:49:37;BC5029
4369;13:49:52;BA7505
4370;13:50:07;BB7780
4371;13:50:10;CA5533
4372;13:50:11;BC4537
4373;13:50:25;CA6856
4374;13:50:33;AC8228
4375;13:50:41;BA6921
4376;13:50:42;CA4134
4377;13:50:47;BC9180
4378;13:50:49;AC3078
4379;13:50:50;BA7281
4380;13:50:58;CA5433
4381;13:51:05;BA1691
4382;13:51:11;CC3594
4383;13:51:17;AB3492
4384;13:51:20;BB1238
4385;13:51:30;BA6593
4386;13:51:42;AA6455
4387;13:51:47;AB7300
4388;13:51:51;BC9577
4389;13:51:53;AC8082
4390;13:51:59;BB5538
4391;13:52:06;CC3317
4392;13:52:17;BA4167
4393;13:52:31;CB6463
4394;13:52:42;CA3966
4395;13:52:57;AB3490
4396;13:53:03;CC9019
4397;13:53:06;CA5236
4398;13:53:13;CB1174
4399;13:53:24;AC9425
4400;13:53:25;CB4417
4401;13:53:28;BC9144
4402;13:53:30;CC7547
4403;13:53:34;CC6696
4404;13:53:41;CC8332
4405;13:53:45;BB7348
4406;13:53:48;AA4823
4407;13:53:52;CA1575
4408;13:53:55;BC9448
4409;13:53:58;BB1594
4410;13:54:09;CC3478
4411;13:54:22;CB5418
4412;13:54:24;BB9954
4413;13:54:25;BC6433
4414;13:54:26;AC8779
4415;13:54:38;CA9885
4416;13:54:52;CA9281
4417;13:54:53;AA5307
4418;13:54:54;BA4154
4419;13:55:06;AC4715
4420;13:55:17;AC4082
4421;13:55:28;BC1424
4422;13:55:33;CB3204
4423;13:55:39;CB5402
4424;13:55:45;AA6413
4425;13:55:56;CC8739
4426;13:56:11;AA5990
4427;13:56:18;BC4086
4428;13:56:29;CC1914
4429;13:56:36;AA6472
4430;13:56:38;BA7352
4431;13:56:49;BA4654
4432;13:56:53;BB9591
4433;13:57:01;BB6188
4434;13:57:15;CA3793
4435;13:57:26;BA8578
4436;13:57:27;CB1565
4437;13:57:31;BB7094
4438;13:57:42;BC9620
4439;13:57:55;AA1582
4440;13:57:56;AC2888
4441;13:58:01;BB4376
4442;13:58:02;BC1164
4443;13:58:06;AA5934
4444;13:58:13;BA7136
4445;13:58:28;BA4433
4446;13:58:32;CB6735
4447;13:58:46;BB7374
4448;13:58:59;AA1368
4449;13:59:11;CB4324
4450;13:59:21;CA4638
4451;13:59:25;BA3371
4452;13:59:27;CC4202
4453;13:59:28;BC7094
4454;13:59:29;BB8729
4455;13:59:43;BB3689
4456;13:59:52;AA2380
4457;14:00:02;AC6507
4458;14:00:09;BB3689
4459;14:00:10;CC6775
4460;14:00:13;BC9537
4461;14:00:20;BC9984
4462;14:00:22;CC1897
4463;14:00:37;AC3891
4464;14:00:51;CB7621
4465;14:00:59;AA9837
4466;14:01:00;CA1606
4467;14:01:13;AC3823
4468;14:01:22;CA3254
4469;14:01:35;AA6195
4470;14:01:48;CB1441
4471;14:01:51;AC5561
4472;14:01:57;CB1656
4473;14:02:12;BA7152
4474;14:02:15;CA7848
4475;14:02:17;BA5599
4476;14:02:31;BA1562
4477;14:02:41;AB4048
4478;14:02:45;AB5064
4479;14:02:56;AC4367
4480;14:03:05;BC2811
4481;14:03:20;BB9027
4482;14:03:24;CA8214
4483;14:03:32;AC7939
4484;14:03:43;AC7247
4485;14:03:54;AC7981
4486;14:04:03;AC5506
4487;14:04:08;BB2870
4488;14:04:16;AC9701
4489;14:04:27;AA6320
4490;14:04:31;AC5453
4491;14:04:43;AC5433
4492;14:04:53;AA1909
4493;14:05:04;CB7781
4494;14:05:10;AC1305
4495;14:05:25;BB3805
4496;14:05:35;AB9316
4497;14:05:46;BA7216
4498;14:06:00;BB9496
4499;14:06:08;BB9474
4500;14:06:18;CA2419
4501;14:06:24;AA5019
4502;14:06:35;CC3772
4503;14:06:50;AC4995
4504;14:07:01;CA9384
4505;14:07:15;BA1908
4506;14:07:28;BB4399
4507;14:07:38;BC3253
4508;14:07:42;AA1419
4509;14:07:54;AA1719
4510;14:07:59;BB6273
4511;14:08:10;AC7892
4512;14:08:22;AA2725
4513;14:08:23;AA1660
4514;14:08:37;CB7638
4515;14:08:44;AA3170
4516;14:08:58;AB2981
4517;14:09:12;BB5521
4518;14:09:15;AA5290
4519;14:09:24;AB1909
4520;14:09:39;CB3423
4521;14:09:41;CA5714
4522;14:09:45;AB8973
4523;14:09:57;AB1912
4524;14:10:08;BC1432
4525;14:10:20;AC4959
4526;14:10:27;AA6587
4527;14:10:42;BA2933
4528;14:10:44;CB4982
4529;14:10:52;CB9433
4530;14:11:03;BA5631
4531;14:11:04;AB6371
4532;14:11:09;CA5878
4533;14:11:10;CB4987
4534;14:11:13;BB8309
4535;14:11:28;AA2121
4536;14:11:36;AB1147
4537;14:11:48;BB7737
4538;14:11:58;CB1661
4539;14:12:06;CB9898
4540;14:12:10;AA4756
4541;14:12:11;CA8647
4542;14:12:13;AA5936
4543;14:12:22;AB9435
4544;14:12:34;AA4091
4545;14:12:45;CA4184
4546;14:12:48;CA6088
4547;14:13:02;BC3296
4548;14:13:11;CC8884
4549;14:13:25;CB3870
4550;14:13:33;BA9484
4551;14:13:37;CC3773
4552;14:13:45;AA5639
4553;14:13:49;BB9216
4554;14:14:03;BC7644
4555;14:14:05;AB7814
4556;14:14:17;AA8844
4557;14:14:31;AB2819
4558;14:14:44;BC6174
4559;14:14:59;BB9900
4560;14:15:04;AC6630
4561;14:15:06;AC9977
4562;14:15:15;AC2919
4563;14:15:23;BC3598
4564;14:15:30;AA6144
4565;14:15:32;AA6208
4566;14:15:41;AB8898
4567;14:15:53;CB1615
4568;14:16:00;CC7023
4569;14:16:15;AB1222
4570;14:16:22;CA6852
4571;14:16:23;AB1995
4572;14:16:38;AC4741
4573;14:16:40;CB6226
4574;14:16:49;BA4201
4575;14:17:04;AA2648
4576;14:17:09;AA2386
4577;14:17:14;BC6050
4578;14:17:26;BC9313
4579;14:17:35;BC5720
4580;14:17:48;BC5018
4581;14:17:59;CB2944
4582;14:18:08;BB2093
4583;14:18:11;BA2208
4584;14:18:24;BC9263
4585;14:18:36;CB9763
4586;14:18:43;BC1277
4587;14:18:50;CB8375
4588;14:18:51;CA9632
4589;14:19:03;BB5607
4590;14:19:18;AA1546
4591;14:19:19;AC1402
4592;14:19:25;CC1052
4593;14:19:38;BA2150
4594;14:19:42;CB3698
4595;14:19:53;BA5156
4596;14:19:58;CC5614
4597;14:20:05;BA5049
4598;14:20:16;BC3763
4599;14:20:27;AB4783
4600;14:20:40;AB3400
4601;14:20:47;AB3889
4602;14:20:56;CC7894
4603;14:21:07;AA9624
4604;14:21:09;CC1417
4605;14:21:12;BB6694
4606;14:21:27;BA3421
4607;14:21:41;AC9137
4608;14:21:56;CA4693
4609;14:22:06;BC5136
4610;14:22:13;BB1767
4611;14:22:14;CC5964
4612;14:22:21;AC8048
4613;14:22:35;BB8220
4614;14:22:42;AA5593
4615;14:22:45;CA7214
4616;14:22:50;CA1010
4617;14:23:04;CC4217
4618;14:23:17;BB9125
4619;14:23:19;BB6336
4620;14:23:24;AB2413
4621;14:23:28;AA6463
4622;14:23:35;BB3328
4623;14:23:50;CC7494
4624;14:24:03;AC9166
4625;14:24:04;CA8920
4626;14:24:07;AC5815
4627;14:24:18;AA4235
4628;14:24:26;BC1203
4629;14:24:28;AA9710
4630;14:24:39;AC6380
4631;14:24:43;CA1731
4632;14:24:49;CB2367
4633;14:24:55;BC9458
4634;14:24:58;AA4576
4635;14:25:10;BC5194
4636;14:25:13;CA6186
4637;14:25:17;AC2031
4638;14:25:25;BA7923
4639;14:25:40;CA1483
4640;14:25:55;BC8337
4641;14:26:01;CB8112
4642;14:26:16;BA1563
4643;14:26:19;CC9576
4644;14:26:34;AB9137
4645;14:26:39;BB6030
4646;14:26:51;CB1021
4647;14:27:00;BB6901
4648;14:27:14;BC8467
4649;14:27:21;AA4056
4650;14:27:28;AA6476
4651;14:27:32;AB2453
4652;14:27:35;BB2255
4653;14:27:39;AA6499
4654;14:27:40;BB4716
4655;14:27:51;AA2119
4656;14:27:57;CB7383
4657;14:28:06;AC8635
4658;14:28:19;AC5478
4659;14:28:33;CB8800
4660;14:28:45;CC5574
4661;14:28:50;AA4775
4662;14:28:58;CC5385
4663;14:29:00;AC9271
4664;14:29:14;BC7936
4665;14:29:20;CA5899
4666;14:29:24;CA2944
4667;14:29:34;CC1706
4668;14:29:40;AB5976
4669;14:29:43;BC3982
4670;14:29:58;AC5479
4671;14:30:01;AC6040
4672;14:30:02;BC8461
4673;14:30:04;CA3065
4674;14:30:06;BA7354
4675;14:30:21;CC8155
4676;14:30:28;BA7823
4677;14:30:43;AB6590
4678;14:30:44;AA9703
4679;14:30:58;AB1833
4680;14:31:04;AA2013
4681;14:31:09;CA5293
4682;14:31:16;BA5362
4683;14:31:17;CB8601
4684;14:31:18;AC2870
4685;14:31:26;AC4988
4686;14:31:29;BB5387
4687;14:31:43;BC1107
4688;14:31:49;BA3950
4689;14:31:57;AC3300
4690;14:32:03;BA7731
4691;14:32:17;CB4193
4692;14:32:24;CB9004
4693;14:32:37;CA6888
4694;14:32:47;CB3340
4695;14:32:55;CB5682
4696;14:33:06;BB4154
4697;14:33:14;AC3493
4698;14:33:26;BA8052
4699;14:33:28;BB3041
4700;14:33:29;AA7916
4701;14:33:40;CB2271
4702;14:33:41;AB2086
4703;14:33:50;BB7038
4704;14:34:00;AB7326
4705;14:34:03;CC2675
4706;14:34:18;BB9079
4707;14:34:27;CA4048
4708;14:34:34;BC2844
4709;14:34:36;BC5492
4710;14:34:49;CB3626
4711;14:34:55;AC2773
4712;14:35:05;CB1708
4713;14:35:08;BA1146
4714;14:35:09;CC3959
4715;14:35:18;BA3701
4716;14:35:24;BC3899
4717;14:35:29;AC2067
4718;14:35:44;AA8889
4719;14:35:54;CC8190
4720;14:36:04;AA8645
4721;14:36:14;CC3161
4722;14:36:18;CC5542
4723;14:36:23;CB9139
4724;14:36:38;BC1545
4725;14:36:48;CB7637
4726;14:36:50;BC2299
4727;14:37:02;CC9089
4728;14:37:11;BC1731
4729;14:37:17;CA2017
4730;14:37:27;BA7117
4731;14:37:34;AB3403
4732;14:37:48;AC7949
4733;14:37:53;CC1122
4734;14:37:59;BB2419
4735;14:38:11;CA3925
4736;14:38:25;BA7965
4737;14:38:37;CB4206
4738;14:38:42;CA6222
4739;14:38:55;BA3983
4740;14:39:08;BA5882
4741;14:39:22;CB6718
4742;14:39:32;AB7177
4743;14:39:46;CA8214
4744;14:40:01;BA5480
4745;14:40:02;AB9399
4746;14:40:07;BB5293
4747;14:40:20;AC7939
4748;14:40:33;BA8453
4749;14:40:36;AC7247
4750;14:40:50;AC7981
4751;14:40:52;AA3048
4752;14:41:05;AC5989
4753;14:41:06;AC5506
4754;14:41:07;AB3144
4755;14:41:09;AA1245
4756;14:41:12;CC2501
4757;14:41:23;BA8296
4758;14:41:27;BB5842
4759;14:41:36;BA8330
4760;14:41:37;BA5898
4761;14:41:38;BC1360
4762;14:41:44;CB5093
4763;14:41:58;AC7878
4764;14:42:05;BA3165
4765;14:42:16;CA7795
4766;14:42:18;CB1478
4767;14:42:20;AC9207
4768;14:42:21;AB4488
4769;14:42:24;BB8314
4770;14:42:38;BB4930
4771;14:42:53;AA3421
4772;14:43:02;AA9110
4773;14:43:15;AC2948
4774;14:43:25;AA3904
4775;14:43:30;BB1010
4776;14:43:34;AB6941
4777;14:43:37;AA5085
4778;14:43:47;BB8060
4779;14:43:54;AC7122
4780;14:44:05;AA8222
4781;14:44:14;BB7344
4782;14:44:26;BC3897
4783;14:44:31;CC4238
4784;14:44:35;AB7232
4785;14:44:41;AB8737
4786;14:44:48;CC5759
4787;14:45:02;BC1084
4788;14:45:03;BA5612
4789;14:45:06;AB9762
4790;14:45:20;AA8742
4791;14:45:24;AB3829
4792;14:45:38;BC9218
4793;14:45:43;BA3291
4794;14:45:52;BA2542
4795;14:45:57;CB5391
4796;14:45:58;CC6730
4797;14:45:59;AB3681
4798;14:46:01;CC2232
4799;14:46:03;AB9237
4800;14:46:14;AC7383
4801;14:46:17;AA6774
4802;14:46:28;AA3772
4803;14:46:36;AC8317
4804;14:46:39;AC3715
4805;14:46:43;AB4975
4806;14:46:58;AC2062
4807;14:47:06;BB5628
4808;14:47:16;CB9071
4809;14:47:23;AA8308
4810;14:47:36;BB9627
4811;14:47:40;AB5441
4812;14:47:46;AC1749
4813;14:47:50;CB9622
4814;14:48:03;CA7138
4815;14:48:04;AB9979
4816;14:48:09;AA1679
4817;14:48:15;AA4982
4818;14:48:22;BB9582
4819;14:48:33;CA9214
4820;14:48:41;AB6548
4821;14:48:49;CC2246
4822;14:49:00;AC2794
4823;14:49:15;CA7467
4824;14:49:26;BC1813
4825;14:49:40;BB7000
4826;14:49:44;CC2403
4827;14:49:48;AB4476
4828;14:49:53;BC8445
4829;14:50:08;BB4341
4830;14:50:15;BB8364
4831;14:50:17;BC9642
4832;14:50:32;BA5958
4833;14:50:42;BB9779
4834;14:50:51;AA9696
4835;14:50:58;CA7891
4836;14:51:13;CB2646
4837;14:51:27;AB6520
4838;14:51:31;CB3679
4839;14:51:44;BA5058
4840;14:51:51;BA7256
4841;14:52:02;CB8021
4842;14:52:08;AA2410
4843;14:52:22;CB5734
4844;14:52:29;AB2378
4845;14:52:37;BB2705
4846;14:52:41;BC4326
4847;14:52:43;CC6929
4848;14:52:55;AA5488
4849;14:53:01;CA8776
4850;14:53:06;CB8248
4851;14:53:14;BC8100
4852;14:53:24;CC5874
4853;14:53:28;CB8520
4854;14:53:31;AC8933
4855;14:53:41;CB7347
4856;14:53:56;BA9189
4857;14:54:05;BC1285
4858;14:54:19;CA4577
4859;14:54:30;AB4822
4860;14:54:42;CB9397
4861;14:54:49;CB9822
4862;14:55:04;CA1326
4863;14:55:18;BB8728
4864;14:55:24;BA6385
4865;14:55:25;AB5457
4866;14:55:38;CC7549
4867;14:55:40;AB5008
4868;14:55:46;BA1702
4869;14:55:51;AB3544
4870;14:56:06;CC8903
4871;14:56:07;BA6814
4872;14:56:21;AB1450
4873;14:56:26;AA1562
4874;14:56:35;AA5511
4875;14:56:44;CC8835
4876;14:56:53;CC6985
4877;14:57:06;CB7506
4878;14:57:14;AB5051
4879;14:57:20;CA8115
4880;14:57:34;CA2327
4881;14:57:39;CA9528
4882;14:57:41;AB1315
4883;14:57:49;AB5838
4884;14:57:58;CB6281
4885;14:58:02;BA5610
4886;14:58:05;CC1675
4887;14:58:14;BB6882
4888;14:58:26;CB8247
4889;14:58:27;AB1595
4890;14:58:35;CB3820
4891;14:58:45;BB1710
4892;14:58:59;CA2061
4893;14:59:05;CA3776
4894;14:59:07;BC6727
4895;14:59:21;BC4504
4896;14:59:34;BB3689
4897;14:59:39;AA2817
4898;14:59:52;BA6476
4899;14:59:59;AB7216
4900;15:00:06;BB3689
4901;15:00:08;AB7216
4902;15:00:11;AA4075
4903;15:00:17;BA5377
4904;15:00:30;CB1707
4905;15:00:33;CB4346
4906;15:00:41;CA5162
4907;15:00:50;CC6304
4908;15:01:01;CC6455
4909;15:01:06;CA8214
4910;15:01:07;AC7939
4911;15:01:17;AC7247
4912;15:01:27;AC7981
4913;15:01:28;AC5506
4914;15:01:43;CB4836
4915;15:01:47;CC9788
4916;15:01:57;BC6535
4917;15:02:11;CC2385
4918;15:02:20;AB8258
4919;15:02:27;AB6885
4920;15:02:38;AA4833
4921;15:02:51;AA3977
4922;15:03:06;BA7337
4923;15:03:15;CB5187
4924;15:03:19;CA9401
4925;15:03:30;AA3592
4926;15:03:33;CC7648
4927;15:03:39;AB3837
4928;15:03:51;AA8282
4929;15:03:58;AB9796
4930;15:04:05;BB9014
4931;15:04:08;BA8654
4932;15:04:13;AA9747
4933;15:04:26;AA9196
4934;15:04:27;BC5612
4935;15:04:40;AB1779
4936;15:04:48;BA2668
4937;15:04:59;BC1779
4938;15:05:03;CA8767
4939;15:05:07;AA6188
4940;15:05:09;BB2983
4941;15:05:12;BA1286
4942;15:05:18;AA6337
4943;15:05:21;AB7239
4944;15:05:31;CB8453
4945;15:05:42;AA8996
4946;15:05:50;CC5872
4947;15:06:01;BC1317
4948;15:06:03;AA6272
4949;15:06:18;BA4394
4950;15:06:19;CC5059
4951;15:06:24;AB8103
4952;15:06:27;BB6493
4953;15:06:32;BA4936
4954;15:06:38;CA6276
4955;15:06:46;AA4544
4956;15:06:50;CA3495
4957;15:06:52;CC2739
4958;15:07:03;CA3542
4959;15:07:04;CA2610
4960;15:07:19;AB5506
4961;15:07:20;BC6366
4962;15:07:21;AC6707
4963;15:07:31;CC1030
4964;15:07:39;BA3547
4965;15:07:48;AC4544
4966;15:08:02;CC1932
4967;15:08:10;AA3023
4968;15:08:19;AC9583
4969;15:08:32;CA8502
4970;15:08:43;BA6839
4971;15:08:44;BA2975
4972;15:08:55;CA6124
4973;15:09:09;AC3975
4974;15:09:13;CC1283
4975;15:09:15;AA1117
4976;15:09:27;BC5848
4977;15:09:30;BB7147
4978;15:09:41;AB5210
4979;15:09:45;BC3684
4980;15:09:49;CC6195
4981;15:09:53;BC6099
4982;15:10:08;AB5916
4983;15:10:15;CC1399
4984;15:10:19;CC2015
4985;15:10:33;CA4586
4986;15:10:36;BB5171
4987;15:10:41;CB6931
4988;15:10:52;AA7436
4989;15:11:03;CB3003
4990;15:11:09;BA1440
4991;15:11:24;AC5528
4992;15:11:38;BC6028
4993;15:11:50;CC7224
4994;15:12:02;BB6440
4995;15:12:14;CA5919
4996;15:12:24;CA3587
4997;15:12:30;BC1660
4998;15:12:33;BC9251
4999;15:12:34;CB1075
5000;15:12:37;BA7761
5001;15:12:39;CC8608
5002;15:12:42;BA1359
5003;15:12:55;AB8052
5004;15:13:03;AA5909
5005;15:13:06;CA8235
5006;15:13:07;CA6965
5007;15:13:22;BC2194
5008;15:13:32;BA9679
5009;15:13:41;CC3343
5010;15:13:43;AB1257
5011;15:13:45;BB6735
5012;15:14:00;BC2233
5013;15:14:06;AB9367
5014;15:14:20;BA4044
5015;15:14:28;BB7926
5016;15:14:36;CA8641
5017;15:14:41;BA4158
5018;15:14:45;CC6828
5019;15:15:00;AC5589
5020;15:15:05;AC1476
5021;15:15:13;BC5355
5022;15:15:26;CC7756
5023;15:15:31;CB3367
5024;15:15:38;BA5547
5025;15:15:43;CC6635
5026;15:15:50;BC7060
5027;15:16:03;BC5764
5028;15:16:07;BA3205
5029;15:16:20;CC2722
5030;15:16:29;CB8224
5031;15:16:40;AB3897
5032;15:16:50;AA7905
5033;15:17:04;AB2775
5034;15:17:19;CB5800
5035;15:17:27;BB4963
5036;15:17:40;AA3351
5037;15:17:47;BA8912
5038;15:17:51;AC1340
5039;15:18:03;CB6994
5040;15:18:04;AA8164
5041;15:18:14;AB5859
5042;15:18:29;BB9308
5043;15:18:30;BB4631
5044;15:18:45;CA4518
5045;15:18:46;AB4364
5046;15:18:55;CA9008
5047;15:19:06;CC7757
5048;15:19:13;CC4837
5049;15:19:25;BA8559
5050;15:19:40;BC3240
5051;15:19:43;CC2509
5052;15:19:53;CC7491
5053;15:19:58;AB3180
5054;15:20:12;CB1720
5055;15:20:26;BB6468
5056;15:20:28;BC8731
5057;15:20:37;CA7205
5058;15:20:42;CA1900
5059;15:20:52;BC5994
5060;15:21:01;CB6272
5061;15:21:15;CA9819
5062;15:21:28;BC3043
5063;15:21:38;AC4983
5064;15:21:43;BC9751
5065;15:21:58;AB4105
